poi_origem,poi_destino,tdeslocamento_s,tdeslocamento_min
58,170,400696.8,6678.28
58,171,156805.09,2613.42
58,172,199099.53,3318.33
58,173,202491.88,3374.86
58,174,231368.66,3856.14
58,175,188494.02,3141.57
58,176,445324.66,7422.08
58,177,230195.79,3836.6
58,178,288072.36,4801.21
58,179,348319.88,5805.33
58,180,212580.74,3543.01
58,181,189197.46,3153.29
58,182,205707.4,3428.46
58,183,201509.08,3358.48
58,184,164892.18,2748.2
58,185,158693.38,2644.89
58,186,31793.65,529.89
58,187,354376.93,5906.28
58,188,314009.32,5233.49
58,189,313679.08,5227.98
58,190,309676.09,5161.27
58,191,307594.46,5126.57
58,192,315886.51,5264.78
58,193,321138.14,5352.3
58,194,338706.87,5645.11
58,195,337320.19,5622
58,196,329460.39,5491.01
58,197,321704.78,5361.75
58,198,305385.9,5089.77
58,199,295745.7,4929.1
58,200,286006.1,4766.77
58,201,314446.05,5240.77
58,202,237447.27,3957.45
58,203,245443.02,4090.72
58,204,59128.96,985.48
58,205,294826.51,4913.78
58,206,311602.48,5193.37
58,207,243787.36,4063.12
58,208,412689,6878.15
58,209,464699.29,7744.99
58,210,298008.95,4966.82
58,211,95717.81,1595.3
58,212,279046.72,4650.78
58,213,13855.29,230.92
58,214,233307.39,3888.46
59,60,269264.6,4487.74
59,61,245206.45,4086.77
59,62,287389.78,4789.83
59,63,298349.2,4972.49
59,64,268618.4,4476.97
59,65,210450.56,3507.51
59,66,218135.46,3635.59
59,67,152174.39,2536.24
59,68,297714.01,4961.9
59,69,208654.89,3477.58
59,70,51886.37,864.77
59,71,347711.74,5795.2
59,72,76662.58,1277.71
59,73,89991.51,1499.86
59,74,341691.77,5694.86
59,75,263348.73,4389.15
59,76,110886.4,1848.11
59,77,196637.66,3277.29
59,78,227884.39,3798.07
59,79,240602.88,4010.05
59,80,206093.99,3434.9
59,81,106899.84,1781.66
59,82,135270.02,2254.5
59,83,136200.75,2270.01
59,84,163542.88,2725.71
59,85,164445.32,2740.76
59,86,282309.05,4705.15
59,87,273826.2,4563.77
59,88,177063.43,2951.06
59,89,186638.2,3110.64
59,90,173359.21,2889.32
59,91,253848.09,4230.8
59,92,304549.57,5075.83
59,93,252791.52,4213.19
59,94,127461.49,2124.36
59,95,338705.64,5645.09
59,96,236471.04,3941.18
59,97,218779.82,3646.33
59,98,229134.28,3818.9
59,99,289177.66,4819.63
59,100,325362.63,5422.71
59,101,93369.98,1556.17
59,102,231991.64,3866.53
59,103,227936.91,3798.95
59,104,121948.43,2032.47
59,105,320069.71,5334.5
59,106,144802.78,2413.38
59,107,189405.59,3156.76
59,108,208553.93,3475.9
59,109,203859.66,3397.66
59,110,197812.96,3296.88
59,111,449929.97,7498.83
59,112,444837.2,7413.95
59,113,363119.53,6051.99
59,114,101212.25,1686.87
59,115,232785.56,3879.76
59,116,256463.87,4274.4
59,117,151438.87,2523.98
59,118,254623.69,4243.73
59,119,151793.01,2529.88
59,120,153443.68,2557.39
59,121,151612.94,2526.88
59,122,144808.74,2413.48
59,123,139301.02,2321.68
59,124,138441.23,2307.35
59,125,137107.72,2285.13
59,126,138484.46,2308.07
59,127,141894.2,2364.9
59,128,153778.23,2562.97
59,129,136826.93,2280.45
59,130,217460.75,3624.35
59,131,263681.4,4394.69
59,132,277743.81,4629.06
59,133,380602.11,6343.37
59,134,129532.78,2158.88
59,135,136599.28,2276.65
59,136,71408.61,1190.14
59,137,279176.23,4652.94
59,138,96904.08,1615.07
59,139,190959,3182.65
59,140,161816.2,2696.94
59,141,161068.29,2684.47
59,142,152474.15,2541.24
59,143,231550.58,3859.18
59,144,208868.35,3481.14
59,145,156222.88,2603.71
59,146,145255.09,2420.92
59,147,210016.82,3500.28
59,148,225748.33,3762.47
59,149,76866.75,1281.11
59,150,107695.45,1794.92
59,151,111948.96,1865.82
59,152,107145.8,1785.76
59,153,118718.41,1978.64
59,154,142024.42,2367.07
59,155,182545.94,3042.43
59,156,220808.93,3680.15
59,157,199729.67,3328.83
59,158,198952.99,3315.88
59,159,300031.47,5000.52
59,160,124879.8,2081.33
59,161,133295.81,2221.6
59,162,131551.19,2192.52
59,163,128714.94,2145.25
59,164,117565.08,1959.42
59,165,55975.01,932.92
59,166,40333.58,672.23
59,167,121846.34,2030.77
59,168,92616.02,1543.6
59,169,86711.4,1445.19
59,170,293195.01,4886.58
59,171,74945.91,1249.1
59,172,140371.24,2339.52
59,173,138273.89,2304.56
59,174,172469.5,2874.49
59,175,130343.7,2172.39
59,176,337781.67,5629.69
59,177,166441.24,2774.02
59,178,192405.66,3206.76
59,179,261554.29,4359.24
59,180,248408.97,4140.15
59,181,210895.7,3514.93
59,182,208727.81,3478.8
59,183,207822.35,3463.71
59,184,155766.61,2596.11
59,185,194269.17,3237.82
59,186,85972.59,1432.88
59,187,269147.22,4485.79
59,188,335206.46,5586.77
59,189,326956.22,5449.27
59,190,323302.34,5388.37
59,191,318449.73,5307.5
59,192,270286,4504.77
59,193,277287.76,4621.46
59,194,304262.67,5071.04
59,195,307072.2,5117.87
59,196,305182.51,5086.38
59,197,299941.72,4999.03
59,198,292532.79,4875.55
59,199,286099.81,4768.33
59,200,283967.87,4732.8
59,201,336197.45,5603.29
59,202,139025.32,2317.09
59,203,220175.97,3669.6
59,204,53591.71,893.2
59,205,231876.96,3864.62
59,206,287404.87,4790.08
59,207,218158.1,3635.97
59,208,339442.92,5657.38
59,209,365238.74,6087.31
59,210,262872.72,4381.21
59,211,108769.99,1812.83
59,212,214807.61,3580.13
59,213,117800.05,1963.33
59,214,226685.51,3778.09
60,61,25173.08,419.55
60,62,385120.76,6418.68
60,63,390748.04,6512.47
60,64,367765.64,6129.43
60,65,360127.4,6002.12
60,66,354711.46,5911.86
60,67,275066.49,4584.44
60,68,391347.36,6522.46
60,69,419913.56,6998.56
60,70,293765.79,4896.1
60,71,202100.17,3368.34
60,72,265087.35,4418.12
60,73,247422.97,4123.72
60,74,197388.09,3289.8
60,75,401811.68,6696.86
60,76,163915.53,2731.93
60,77,328066.03,5467.77
60,78,324581.44,5409.69
60,79,359135.29,5985.59
60,80,361585.87,6026.43
60,81,168736.06,2812.27
60,82,285951.66,4765.86
60,83,286333.44,4772.22
60,84,388412.2,6473.54
60,85,140131.12,2335.52
60,86,41220.21,687
60,87,331320.62,5522.01
60,88,93191.75,1553.2
60,89,280652.88,4677.55
60,90,160047.74,2667.46
60,91,345745.93,5762.43
60,92,384155.93,6402.6
60,93,68094.53,1134.91
60,94,255649.82,4260.83
60,95,477173.34,7952.89
60,96,60149.6,1002.49
60,97,75504.37,1258.41
60,98,70859.97,1181
60,99,361874.56,6031.24
60,100,56141.32,935.69
60,101,347191.77,5786.53
60,102,361699.02,6028.32
60,103,327359.68,5455.99
60,104,390897.76,6514.96
60,105,50826.91,847.12
60,106,373659.21,6227.65
60,107,87525.14,1458.75
60,108,80223.61,1337.06
60,109,80952.39,1349.21
60,110,226267.06,3771.12
60,111,337160.68,5619.34
60,112,333453.94,5557.57
60,113,288363.12,4806.05
60,114,174035.7,2900.59
60,115,361272.96,6021.22
60,116,307106.44,5118.44
60,117,264072.92,4401.22
60,118,300388.49,5006.47
60,119,346576.2,5776.27
60,120,348704.26,5811.74
60,121,343898.93,5731.65
60,122,339106.19,5651.77
60,123,338805.03,5646.75
60,124,339394.38,5656.57
60,125,341888.4,5698.14
60,126,342078.07,5701.3
60,127,333768.01,5562.8
60,128,353855.04,5897.58
60,129,327373.53,5456.23
60,130,356281.78,5938.03
60,131,264736.09,4412.27
60,132,419946.36,6999.11
60,133,279287.07,4654.78
60,134,398772.9,6646.22
60,135,349598.38,5826.64
60,136,256486.71,4274.78
60,137,264503.1,4408.39
60,138,185151.44,3085.86
60,139,244499.51,4074.99
60,140,359232.03,5987.2
60,141,358254.86,5970.91
60,142,270794.97,4513.25
60,143,74828.48,1247.14
60,144,282206.71,4703.45
60,145,331221.23,5520.35
60,146,404538.27,6742.3
60,147,375153.22,6252.55
60,148,79269.67,1321.16
60,149,263878.48,4397.97
60,150,170904.1,2848.4
60,151,224744.43,3745.74
60,152,163207.77,2720.13
60,153,202006.64,3366.78
60,154,285571.23,4759.52
60,155,299464.53,4991.08
60,156,229332.13,3822.2
60,157,416167.33,6936.12
60,158,416039.7,6933.99
60,159,452677.61,7544.63
60,160,392334.36,6538.91
60,161,136633.37,2277.22
60,162,138689.25,2311.49
60,163,140701.26,2345.02
60,164,151804.12,2530.07
60,165,214077.22,3567.95
60,166,232762.78,3879.38
60,167,149203.58,2486.73
60,168,184857.23,3080.95
60,169,185310.41,3088.51
60,170,23930.43,398.84
60,171,247417.31,4123.62
60,172,272985.21,4549.75
60,173,262573.71,4376.23
60,174,274966.96,4582.78
60,175,274027.01,4567.12
60,176,72096.61,1201.61
60,177,263801.21,4396.69
60,178,161515.52,2691.93
60,179,204404.55,3406.74
60,180,457713.08,7628.55
60,181,414896.4,6914.94
60,182,391053.17,6517.55
60,183,394724.84,6578.75
60,184,349266.48,5821.11
60,185,417580.92,6959.68
60,186,352551.79,5875.86
60,187,213263.79,3554.4
60,188,505687.77,8428.13
60,189,486932.95,8115.55
60,190,484696.66,8078.28
60,191,476635.12,7943.92
60,192,337489.89,5624.83
60,193,345169.97,5752.83
60,194,381865.19,6364.42
60,195,392793.96,6546.57
60,196,404149.45,6735.82
60,197,405890.75,6764.85
60,198,418070.22,6967.84
60,199,419607.52,6993.46
60,200,431121.51,7185.36
60,201,507318.24,8455.3
60,202,172805.17,2880.09
60,203,354636.15,5910.6
60,204,321178.21,5352.97
60,205,278034.57,4633.91
60,206,393274.94,6554.58
60,207,353054.83,5884.25
60,208,292283.62,4871.39
60,209,179409.39,2990.16
60,210,357053.55,5950.89
60,211,349300.24,5821.67
60,212,269963.52,4499.39
60,213,387003.26,6450.05
60,214,388006.31,6466.77
61,62,374977.8,6249.63
61,63,381196.92,6353.28
61,64,357083.04,5951.38
61,65,345127.94,5752.13
61,66,340600.91,5676.68
61,67,259162.61,4319.38
61,68,381701.41,6361.69
61,69,401285.91,6688.1
61,70,271289.73,4521.5
61,71,212147.61,3535.79
61,72,244304.07,4071.73
61,73,227478.09,3791.3
61,74,207020.58,3450.34
61,75,388593.27,6476.55
61,76,141666.57,2361.11
61,77,313602.57,5226.71
61,78,312843.07,5214.05
61,79,346596.99,5776.62
61,80,346174.53,5769.58
61,81,146547.5,2442.46
61,82,268513.31,4475.22
61,83,268949.99,4482.5
61,84,368414.5,6140.24
61,85,124224.11,2070.4
61,86,58228.54,970.48
61,87,323299.48,5388.32
61,88,70725.04,1178.75
61,89,267361.82,4456.03
61,90,146730.85,2445.51
61,91,335088.49,5584.81
61,92,375586.95,6259.78
61,93,70574.21,1176.24
61,94,238270.47,3971.17
61,95,465140.26,7752.34
61,96,55710.77,928.51
61,97,65749.93,1095.83
61,98,64545.35,1075.76
61,99,353368.82,5889.48
61,100,80808.52,1346.81
61,101,324745.46,5412.42
61,102,348314.31,5805.24
61,103,315482.88,5258.05
61,104,367018.62,6116.98
61,105,75158.65,1252.64
61,106,353204.48,5886.74
61,107,68875.51,1147.93
61,108,67362.66,1122.71
61,109,66379.34,1106.32
61,110,215743.91,3595.73
61,111,347156.22,5785.94
61,112,343216.88,5720.28
61,113,292711.94,4878.53
61,114,151679.3,2527.99
61,115,347976.15,5799.6
61,116,298863.16,4981.05
61,117,248385.79,4139.76
61,118,292341.2,4872.35
61,119,327994.08,5466.57
61,120,330134.02,5502.23
61,121,325429.09,5423.82
61,122,320394.71,5339.91
61,123,319741,5329.02
61,124,320247.49,5337.46
61,125,322541.71,5375.7
61,126,322813.27,5380.22
61,127,315095.26,5251.59
61,128,335058.88,5584.31
61,129,308632.3,5143.87
61,130,342034.11,5700.57
61,131,259571.88,4326.2
61,132,406749.22,6779.15
61,133,286486,4774.77
61,134,374622.46,6243.71
61,135,329857.57,5497.63
61,136,235434.25,3923.9
61,137,261036.2,4350.6
61,138,163513.93,2725.23
61,139,232781.68,3879.69
61,140,340721.12,5678.69
61,141,339741.37,5662.36
61,142,255026.19,4250.44
61,143,69829.02,1163.82
61,144,270796.61,4513.28
61,145,313631.92,5227.2
61,146,381972.33,6366.21
61,147,359303.01,5988.38
61,148,72599.76,1210
61,149,243114.15,4051.9
61,150,149156.97,2485.95
61,151,206223.8,3437.06
61,152,139902.4,2331.71
61,153,183601.39,3060.02
61,154,268623.24,4477.05
61,155,285125.43,4752.09
61,156,221192.25,3686.54
61,157,397104.71,6618.41
61,158,396926.52,6615.44
61,159,439123.31,7318.72
61,160,368787.08,6146.45
61,161,113357.33,1889.29
61,162,115550.88,1925.85
61,163,117043.34,1950.72
61,164,128053.95,2134.23
61,165,190379.35,3172.99
61,166,209324.87,3488.75
61,167,126265.71,2104.43
61,168,162631.08,2710.52
61,169,162221.33,2703.69
61,170,48603.86,810.06
61,171,226532.84,3775.55
61,172,256242.5,4270.71
61,173,245895.67,4098.26
61,174,260683.95,4344.73
61,175,256533.61,4275.56
61,176,97222.54,1620.38
61,177,249344.23,4155.74
61,178,151027.99,2517.13
61,179,202301.45,3371.69
61,180,439626.63,7327.11
61,181,396760.79,6612.68
61,182,374201.54,6236.69
61,183,377590.1,6293.17
61,184,330828.27,5513.8
61,185,398010.84,6633.51
61,186,328004.84,5466.75
61,187,211652.07,3527.53
61,188,491268.28,8187.8
61,189,473198.4,7886.64
61,190,470817.44,7846.96
61,191,462929.87,7715.5
61,192,328774.66,5479.58
61,193,336628.04,5610.47
61,194,373421.73,6223.7
61,195,383876.85,6397.95
61,196,394310.31,6571.84
61,197,395481.91,6591.37
61,198,406225.8,6770.43
61,199,407123.58,6785.39
61,200,417701.06,6961.68
61,201,492860.86,8214.35
61,202,155395.45,2589.92
61,203,340691.35,5678.19
61,204,297474.45,4957.91
61,205,268952.53,4482.54
61,206,382610.63,6376.84
61,207,339034.28,5650.57
61,208,293612.79,4893.55
61,209,194471.89,3241.2
61,210,346518.27,5775.3
61,211,327765.78,5462.76
61,212,259612.65,4326.88
61,213,363002.62,6050.04
61,214,372702.7,6211.71
62,63,11438.31,190.64
62,64,19679.57,327.99
62,65,86162.1,1436.04
62,66,73032.74,1217.21
62,67,141683.51,2361.39
62,68,10472.81,174.55
62,69,166844.59,2780.74
62,70,241790.13,4029.84
62,71,283889.47,4731.49
62,72,211959.27,3532.65
62,73,205968.64,3432.81
62,74,281274.25,4687.9
62,75,55586.72,926.45
62,76,277002.29,4616.7
62,77,90785.48,1513.09
62,78,66076.36,1101.27
62,79,47579.46,792.99
62,80,93058.03,1550.97
62,81,273793.78,4563.23
62,82,152945.31,2549.09
62,83,152017.39,2533.62
62,84,188832.56,3147.21
62,85,255335.57,4255.59
62,86,363762.53,6062.71
62,87,61649.66,1027.49
62,88,321229.45,5353.82
62,89,115496.76,1924.95
62,90,229495.72,3824.93
62,91,40465.41,674.42
62,92,25591.56,426.53
62,93,322290.68,5371.51
62,94,170104.09,2835.07
62,95,97771.76,1629.53
62,96,325082.99,5418.05
62,97,310212.51,5170.21
62,98,314269.74,5237.83
62,99,34203.29,570.05
62,100,422932.81,7048.88
62,101,244399.7,4073.33
62,102,59109.4,985.16
62,103,64478.7,1074.65
62,104,307343.81,5122.4
62,105,421796.56,7029.94
62,106,196705.42,3278.42
62,107,310743.97,5179.07
62,108,307615.33,5126.92
62,109,308894.76,5148.25
62,110,159241.04,2654.02
62,111,290967.43,4849.46
62,112,286620.57,4777.01
62,113,212492.67,3541.54
62,114,273143.16,4552.39
62,115,57888.61,964.81
62,116,81870.26,1364.5
62,117,147635.84,2460.6
62,118,88935.71,1482.26
62,119,153783.5,2563.06
62,120,153416.56,2556.94
62,121,151788.42,2529.81
62,122,156983.96,2616.4
62,123,163975.94,2732.93
62,124,165591.87,2759.86
62,125,169511.8,2825.2
62,126,167818.6,2796.98
62,127,156904.32,2615.07
62,128,157833.6,2630.56
62,129,159224.85,2653.75
62,130,74676.12,1244.6
62,131,134972.36,2249.54
62,132,63704.9,1061.75
62,133,246323.14,4105.39
62,134,323096.32,5384.94
62,135,177757.46,2962.62
62,136,219360.19,3656
62,137,146159.91,2436
62,138,258802.45,4313.37
62,139,143046.12,2384.1
62,140,151982.21,2533.04
62,141,152027.62,2533.79
62,142,143407.45,2390.12
62,143,310562.9,5176.05
62,144,105172.71,1752.88
62,145,137598.26,2293.3
62,146,264276.23,4404.6
62,147,100034.38,1667.24
62,148,305870.12,5097.84
62,149,212028.81,3533.81
62,150,267705.49,4461.76
62,151,202022.1,3367.04
62,152,290835.05,4847.25
62,153,216729.95,3612.17
62,154,146821.48,2447.02
62,155,108452.02,1807.53
62,156,156913.8,2615.23
62,157,175264.41,2921.07
62,158,176375.97,2939.6
62,159,91341.54,1522.36
62,160,294259.45,4904.32
62,161,302620.24,5043.67
62,162,300023.52,5000.39
62,163,305499.91,5091.67
62,164,302190.03,5036.5
62,165,282033.14,4700.55
62,166,272271.31,4537.86
62,167,292447.73,4874.13
62,168,266284.09,4438.07
62,169,278666.33,4644.44
62,170,401483.59,6691.39
62,171,219864.57,3664.41
62,172,151994.62,2533.24
62,173,158188.3,2636.47
62,174,127351.05,2122.52
62,175,160170.22,2669.5
62,176,416881.99,6948.03
62,177,137974.93,2299.58
62,178,224056.34,3734.27
62,179,199180.66,3319.68
62,180,172953.02,2882.55
62,181,154231.35,2570.52
62,182,121036.47,2017.27
62,183,127473.89,2124.56
62,184,150757.67,2512.63
62,185,187595.26,3126.59
62,186,325667.82,5427.8
62,187,194840.01,3247.33
62,188,145704.43,2428.41
62,189,121696.55,2028.28
62,190,121417.09,2023.62
62,191,112583.31,1876.39
62,192,51742.52,862.38
62,193,46283.46,771.39
62,194,27626.6,460.44
62,195,21845.97,364.1
62,196,19860.73,331.01
62,197,21133.88,352.23
62,198,43766.91,729.45
62,199,53048.87,884.15
62,200,73995.02,1233.25
62,201,147558.93,2459.32
62,202,232863.88,3881.06
62,203,70468.97,1174.48
62,204,280037.36,4667.29
62,205,107633.75,1793.9
62,206,11773.6,196.23
62,207,72250.49,1204.17
62,208,177460.92,2957.68
62,209,330912.26,5515.2
62,210,28959.67,482.66
62,211,219910.69,3665.18
62,212,115372.64,1922.88
62,213,311151.41,5185.86
62,214,90542.81,1509.05
63,64,29867.55,497.79
63,65,97551.86,1625.86
63,66,84469.77,1407.83
63,67,151748.11,2529.14
63,68,1667.96,27.8
63,69,176953.09,2949.22
63,70,253006.1,4216.77
63,71,283732.01,4728.87
63,72,222733.02,3712.22
63,73,216307.7,3605.13
63,74,281343.78,4689.06
63,75,64507.79,1075.13
63,76,285917.81,4765.3
63,77,101845.22,1697.42
63,78,75232.7,1253.88
63,79,58941.14,982.35
63,80,104414.57,1740.24
63,81,282804.97,4713.42
63,82,163672.54,2727.88
63,83,162742.67,2712.38
63,84,199874.55,3331.24
63,85,262593.3,4376.56
63,86,368442.7,6140.71
63,87,63059.36,1050.99
63,88,328668.81,5477.81
63,89,124478.49,2074.64
63,90,236390.43,3939.84
63,91,48784.01,813.07
63,92,17135.77,285.6
63,93,327192.74,5453.21
63,94,180108.2,3001.8
63,95,97100.58,1618.34
63,96,330631.19,5510.52
63,97,316138.03,5268.97
63,98,319893.61,5331.56
63,99,32828.87,547.15
63,100,427502.31,7125.04
63,101,255836.24,4263.94
63,102,70545.31,1175.76
63,103,73924.38,1232.07
63,104,318713.53,5311.89
63,105,426527.83,7108.8
63,106,207962.47,3466.04
63,107,317661.85,5294.36
63,108,313856.38,5230.94
63,109,315313.21,5255.22
63,110,165553.24,2759.22
63,111,285578.59,4759.64
63,112,281330.74,4688.85
63,113,209069.84,3484.5
63,114,282296.14,4704.94
63,115,69326.67,1155.44
63,116,85181.07,1419.68
63,117,157327.47,2622.12
63,118,92218.93,1536.98
63,119,165209.36,2753.49
63,120,164834.33,2747.24
63,121,163221.92,2720.37
63,122,168422.26,2807.04
63,123,175414.21,2923.57
63,124,177029.93,2950.5
63,125,180947.38,3015.79
63,126,179253.97,2987.57
63,127,168336.91,2805.62
63,128,169223.37,2820.39
63,129,170635.82,2843.93
63,130,86113.51,1435.23
63,131,136802.74,2280.05
63,132,70439.58,1173.99
63,133,243108.2,4051.8
63,134,334461.04,5574.35
63,135,189172.03,3152.87
63,136,230011.48,3833.52
63,137,146821.31,2447.02
63,138,268082.6,4468.04
63,139,150226.79,2503.78
63,140,163329.18,2722.15
63,141,163383.33,2723.06
63,142,153309.95,2555.17
63,143,316038.49,5267.31
63,144,112706.13,1878.44
63,145,149008.85,2483.48
63,146,275424.73,4590.41
63,147,111096.85,1851.61
63,148,311480.25,5191.34
63,149,222780.37,3713.01
63,150,276692.29,4611.54
63,151,211575.08,3526.25
63,152,299894.41,4998.24
63,153,225734.14,3762.24
63,154,157441.26,2624.02
63,155,118612.11,1976.87
63,156,161804.82,2696.75
63,157,185591.89,3093.2
63,158,186719.19,3111.99
63,159,95490.99,1591.52
63,160,305595.93,5093.27
63,161,311095.39,5184.92
63,162,308523.53,5142.06
63,163,314119.83,5235.33
63,164,311065.63,5184.43
63,165,292164.43,4869.41
63,166,282709.45,4711.82
63,167,301148.08,5019.13
63,168,275651.23,4594.19
63,169,288166.16,4802.77
63,170,406660.96,6777.68
63,171,230331.46,3838.86
63,172,162258.29,2704.3
63,173,168169.91,2802.83
63,174,136736.42,2278.94
63,175,170641.29,2844.02
63,176,420832.13,7013.87
63,177,147135.9,2452.27
63,178,230170.59,3836.18
63,179,201695.28,3361.59
63,180,181575.39,3026.26
63,181,164351.9,2739.2
63,182,131673.61,2194.56
63,183,138030.53,2300.51
63,184,162173.33,2702.89
63,185,198012.35,3300.21
63,186,337095.56,5618.26
63,187,196852.75,3280.88
63,188,148333.41,2472.22
63,189,124032.15,2067.2
63,190,124117.86,2068.63
63,191,115412.13,1923.54
63,192,54390.47,906.51
63,193,47713.36,795.22
63,194,19823.33,330.39
63,195,10744.26,179.07
63,196,14127.82,235.46
63,197,20729.2,345.49
63,198,47933.11,798.89
63,199,58582.73,976.38
63,200,79844.84,1330.75
63,201,150180.98,2503.02
63,202,241007.86,4016.8
63,203,81902.8,1365.05
63,204,291410.88,4856.85
63,205,112740.34,1879.01
63,206,18787.2,313.12
63,207,83679.08,1394.65
63,208,174343.63,2905.73
63,209,331312.04,5521.87
63,210,37638.69,627.31
63,211,231338.01,3855.63
63,212,121766.69,2029.44
63,213,322542.82,5375.71
63,214,101112.12,1685.2
64,65,72061.03,1201.02
64,66,57515.05,958.58
64,67,122070.89,2034.51
64,68,29413.85,490.23
64,69,158767.04,2646.12
64,70,223701.19,3728.35
64,71,274001.81,4566.7
64,72,192895.66,3214.93
64,73,186492.32,3108.21
64,74,271052.93,4517.55
64,75,54341.2,905.69
64,76,257427.04,4290.45
64,77,72346.64,1205.78
64,78,46543.14,775.72
64,79,31215.29,520.25
64,80,79290.7,1321.51
64,81,254192.11,4236.54
64,82,133825.53,2230.43
64,83,132895.2,2214.92
64,84,176661.35,2944.36
64,85,236670.51,3944.51
64,86,347390.01,5789.83
64,87,52661.71,877.7
64,88,302397.77,5039.96
64,89,95953.39,1599.22
64,90,211139.24,3518.99
64,91,22022.14,367.04
64,92,37969.85,632.83
64,93,305722.38,5095.37
64,94,150476.45,2507.94
64,95,111573.23,1859.55
64,96,307849.88,5130.83
64,97,292629.77,4877.16
64,98,296972.46,4949.54
64,99,34018.47,566.97
64,100,406633,6777.22
64,101,228530.28,3808.84
64,102,44477.87,741.3
64,103,44845.04,747.42
64,104,292595.42,4876.59
64,105,405324.49,6755.41
64,106,183148.16,3052.47
64,107,292301.88,4871.7
64,108,289745.35,4829.09
64,109,290867.38,4847.79
64,110,141547.88,2359.13
64,111,290008.03,4833.47
64,112,285485.7,4758.09
64,113,208286.44,3471.44
64,114,253508.44,4225.14
64,115,43070.38,717.84
64,116,68836.79,1147.28
64,117,127957.49,2132.62
64,118,75736.69,1262.28
64,119,138484.19,2308.07
64,120,138299.71,2305
64,121,136260.73,2271.01
64,122,141081.88,2351.36
64,123,148068.31,2467.81
64,124,149730.17,2495.5
64,125,153834.25,2563.9
64,126,152156.57,2535.94
64,127,140594.24,2343.24
64,128,143149.63,2385.83
64,129,142471.22,2374.52
64,130,59540.26,992.34
64,131,123059.84,2051
64,132,67270.7,1121.18
64,133,241562.3,4026.04
64,134,308385.94,5139.77
64,135,162619.93,2710.33
64,136,200146.29,3335.77
64,137,135857.78,2264.3
64,138,239146.03,3985.77
64,139,124608.53,2076.81
64,140,137823.56,2297.06
64,141,137776.72,2296.28
64,142,123752.79,2062.55
64,143,293415.8,4890.26
64,144,86578.15,1442.97
64,145,120894.73,2014.91
64,146,251276.98,4187.95
64,147,88490.92,1474.85
64,148,288594.56,4809.91
64,149,192935.48,3215.59
64,150,248111.02,4135.18
64,151,182343.09,3039.05
64,152,271219.71,4520.33
64,153,197138.14,3285.64
64,154,127575.13,2126.25
64,155,88868.85,1481.15
64,156,140759.77,2346
64,157,166328.21,2772.14
64,158,167373.08,2789.55
64,159,98559.26,1642.65
64,160,279856.64,4664.28
64,161,283203.93,4720.07
64,162,280596.91,4676.62
64,163,286022.94,4767.05
64,164,282623.87,4710.4
64,165,262456.11,4374.27
64,166,252865.1,4214.42
64,167,272942.19,4549.04
64,168,246616.03,4110.27
64,169,258988.16,4316.47
64,170,384562.16,6409.37
64,171,200478.65,3341.31
64,172,132469.66,2207.83
64,173,138553.28,2309.22
64,174,107693.12,1794.89
64,175,140784.9,2346.41
64,176,401275.02,6687.92
64,177,118361.34,1972.69
64,178,206400.57,3440.01
64,179,185803.53,3096.73
64,180,169321.89,2822.03
64,181,146217.59,2436.96
64,182,111353.7,1855.89
64,183,118056.87,1967.61
64,184,135692.73,2261.55
64,185,178241.99,2970.7
64,186,309027.44,5150.46
64,187,182172.38,3036.21
64,188,154378.78,2572.98
64,189,131138.36,2185.64
64,190,130308.82,2171.81
64,191,121430.27,2023.84
64,192,41534.14,692.24
64,193,38858.5,647.64
64,194,38699.68,644.99
64,195,38575.04,642.92
64,196,39378.51,656.31
64,197,38550.26,642.5
64,198,53594.41,893.24
64,199,59754.23,995.9
64,200,78791.4,1313.19
64,201,156223.16,2603.72
64,202,213633.94,3560.57
64,203,54806.6,913.44
64,204,262757.6,4379.29
64,205,91613.77,1526.9
64,206,25532.02,425.53
64,207,56368.66,939.48
64,208,172993.19,2883.22
64,209,320074.36,5334.57
64,210,10890.35,181.51
64,211,204407.34,3406.79
64,212,97806.1,1630.1
64,213,296144.29,4935.74
64,214,81724.78,1362.08
65,66,15947.76,265.8
65,67,86690.21,1444.84
65,68,96404.58,1606.74
65,69,93980.64,1566.34
65,70,161502.99,2691.72
65,71,307337.44,5122.29
65,72,139480.25,2324.67
65,73,140078.28,2334.64
65,74,303270.7,5054.51
65,75,53213.25,886.89
65,76,224693.19,3744.89
65,77,33011.03,550.18
65,78,61510.31,1025.17
65,79,41219.77,687
65,80,7358.37,122.64
65,81,220590.37,3676.51
65,82,85218.28,1420.3
65,83,84433.15,1407.22
65,84,105028.2,1750.47
65,85,220904.07,3681.73
65,86,347383.56,5789.73
65,87,109212.56,1820.21
65,88,281981.43,4699.69
65,89,82696.04,1378.27
65,90,200321.85,3338.7
65,91,70633.91,1177.23
65,92,109553.82,1825.9
65,93,305547.59,5092.46
65,94,111836.6,1863.94
65,95,131551.65,2192.53
65,96,302735.51,5045.59
65,97,285190.29,4753.17
65,98,291707.21,4861.79
65,99,104012.24,1733.54
65,100,405860.67,6764.34
65,101,158663.64,2644.39
65,102,27586.24,459.77
65,103,58466.24,974.44
65,104,221192.59,3686.54
65,105,403416.92,6723.62
65,106,111098.78,1851.65
65,107,276766.02,4612.77
65,108,279909.81,4665.16
65,109,279544.61,4659.08
65,110,143796.48,2396.61
